timepoint,Gen_Index,available
7,Big Cajun II 2,1.0
7,Big Cajun II 1,1.0
7,Big Cajun II 3,1.0
7,Trimble 2,1.0
7,Trimble 1,1.0
7,Mansfield 3,1.0
7,Mansfield 2,1.0
7,Mansfield 1,1.0
7,Susquehanna 2,1.0
7,Susquehanna 1,1.0
7,Limerick 2,1.0
7,Limerick 1,1.0
7,Gibson 5,0.4959680000000001
7,Hope Creek 1,1.0
7,Davis Besse 1,1.0
7,Rockport 2,1.0
7,Rockport 1,1.0
7,Bath County 3,1.0
7,Bath County 6,1.0
7,Bath County 5,0.0
7,Bath County 2,1.0
7,Bath County 1,0.0
7,Bath County 4,1.0
7,North Anna 1,1.0
7,North Anna 2,1.0
7,Laurel,1.0
7,Mountaineer 1,1.0
7,Ocracoke 1,1.0
7,Center Hill 1,1.0
7,Center Hill 3,1.0
7,Center Hill 2,1.0
7,Cheatham 3,1.0
7,Cheatham 2,1.0
7,Cheatham 1,1.0
7,Yards Creek 3,0.0
7,Yards Creek 1,0.0
7,Yards Creek 2,0.0
7,London 1,1.0
7,London 2,1.0
7,London 3,1.0
7,Marmet 3,1.0
7,Marmet 1,1.0
7,Marmet 2,1.0
7,Winfield 3,1.0
7,Winfield 2,0.0
7,Winfield 1,1.0
7,Lake Lynn 3,1.0
7,Lake Lynn 2,1.0
7,Lake Lynn 1,1.0
7,Lake Lynn 4,0.0
7,Vineland Jet 1,1.0
7,Gravel Neck 3,1.0
7,Gravel Neck 4,1.0
7,Gravel Neck 5,1.0
7,Gravel Neck 2,0.0
7,Gravel Neck 1,0.0
7,Gravel Neck 6,1.0
7,Raystown,1.0
7,Forked River C1,0.0
7,Forked River C2,0.02325571400000004
7,Hay Road CT6,0.0
7,Hay Road ST8,0.339037433
7,Hay Road CT3,1.0
7,Hay Road CT1,1.0
7,Hay Road CT2,0.0
7,Hay Road CT7,0.0
7,Hay Road CT5,1.0
7,Hay Road ST4,0.677005348
7,Woodsdale GT 3,1.0
7,Woodsdale GT 4,1.0
7,Woodsdale GT 6,1.0
7,Woodsdale GT 2,1.0
7,Woodsdale GT 1,1.0
7,Woodsdale GT 5,1.0
7,Darbytown 4,1.0
7,Darbytown 2,0.6521739129999999
7,Darbytown 1,1.0
7,Darbytown 3,1.0
7,Clover 2,1.0
7,Clover 1,1.0
7,Lincoln 2,0.0
7,Lincoln 1,1.0
7,Lincoln 8,0.0
7,Lincoln 7,0.0
7,Lincoln 3,0.0
7,Lincoln 4,0.0
7,Lincoln 5,0.0
7,Lincoln 6,1.0
7,Sherman Avenue CT 1,0.0
7,Dover Parkland 11,1.0
7,Richmond CT 2,0.0
7,Richmond CT 1,0.0
7,Anderson CT 2,0.0
7,Anderson CT 3,0.0
7,Anderson CT 1,0.0
7,Bellville 1,1.0
7,Bellville 2,1.0
7,Pennsbury 1,0.0
7,Pennsbury 2,0.0
7,Fairless Hills B,1.0
7,Fairless Hills A,1.0
7,Tilton CT 2,0.0
7,Tilton CT 1,0.0
7,Tilton CT 4,0.0
7,Tilton CT 3,0.0
7,Montpelier 3,0.0
7,Montpelier 1,0.0
7,Montpelier 4,0.0
7,Montpelier 2,0.0
7,Rowan CT 2,1.0
7,Rowan CT 1,0.0
7,Rowan 4 CC,1.0
7,Rock Springs CT1,0.0
7,Rock Springs CT4,0.0
7,Rock Springs CT3,0.0
7,Rock Springs CT2,0.0
7,Marsh Run CT 2,1.0
7,Marsh Run CT 3,1.0
7,Marsh Run CT 1,1.0
7,Louisa CT 5,0.0
7,Louisa CT 2,1.0
7,Louisa CT 3,1.0
7,Louisa CT 4,1.0
7,Louisa CT 1,1.0
7,Remington 3,0.0
7,Remington 2,1.0
7,Remington 1,1.0
7,Remington 4,1.0
7,Ladysmith GT 2,1.0
7,Ladysmith GT 1,1.0
7,Ladysmith GT 3,0.0
7,Ladysmith GT 4,1.0
7,Ladysmith GT 5,1.0
7,Mone 1,1.0
7,Mone 3,0.0
7,Mone 2,0.0
7,Amelia Landfill,1.0
7,Clayton 2,0.0
7,Clayton 1 (Beasley),0.0
7,Mickleton CT 1,0.0
7,Three Mile Island 1,1.0
7,Croydon 11,1.0
7,Croydon 21,1.0
7,Croydon 32,1.0
7,Croydon 12,1.0
7,Croydon 22,1.0
7,Croydon 31,0.0
7,Croydon 41,1.0
7,Croydon 42,1.0
7,Gavin 1,1.0
7,Gavin 2,1.0
7,Seneca 1,0.0
7,Seneca 3,0.0
7,Seneca 2,0.0
7,Cheswick 1,0.43367346900000003
7,Glen Gardner A3,0.0
7,Glen Gardner B8,0.0
7,Glen Gardner B6,0.0
7,Glen Gardner A4,0.0
7,Glen Gardner B7,0.0
7,Glen Gardner B5,0.0
7,Glen Gardner A2,0.0
7,Glen Gardner A1,0.0
7,E.D. Edwards 3,0.892857143
7,E.D. Edwards 1,0.0
7,E.D. Edwards 2,0.897435897
7,Coffeen 1,0.5735294120000001
7,Coffeen 2,0.0
7,Dresden 3,1.0
7,Dresden 2,0.421574279
7,Joliet 6,1.0
7,Kincaid 1,1.0
7,Kincaid 2,1.0
7,Powerton 6,0.974025969
7,Powerton 5,1.0
7,Quad Cities 1,1.0
7,Quad Cities 2,1.0
7,Waukegan 7,1.0
7,Waukegan 32,0.0
7,Waukegan 31,1.0
7,Waukegan 8,1.0
7,Will County 4,1.0
7,Will County 3,0.92272203
7,Fisk 34,0.0
7,Fisk 33,0.0
7,Fisk 32,0.0
7,Fisk 31,0.0
7,Joppa 6,0.964285713
7,Joppa 5,0.974107144
7,Joppa 3,1.0
7,Joppa 2,1.0
7,Joppa 4,1.0
7,Joppa 1,1.0
7,Hennepin 2,0.7964601769999999
7,Hennepin 1,1.0
7,Clifty Creek 6,1.0
7,Clifty Creek 4,1.0
7,Clifty Creek 3,0.0
7,Clifty Creek 5,1.0
7,Clifty Creek 1,0.937073171
7,Clifty Creek 2,0.92135922
7,Elkhart 3,1.0
7,Elkhart 2,0.0
7,Elkhart 1,1.0
7,Tanners Ck 2,1.0
7,Tanners Ck 1,1.0
7,Tanners Ck 3,0.0
7,Tanners Ck 4,0.8
7,Twinbrnch 5,0.0
7,Twinbrnch 2,1.0
7,Twinbrnch 4,1.0
7,Twinbrnch 1,0.0
7,Twinbrnch 8,0.0
7,Twinbrnch 6,1.0
7,Twinbrnch 7,1.0
7,Twinbrnch 3,1.0
7,DR1,1.0
7,DR2,1.0
7,DR3,1.0
7,DR4,1.0
7,DR5,1.0
8,General Foods 1 NUG,0.0
8,Kent CT 2,1.0
8,Kent CT 1,0.0
8,LGP NUG (Logan),1.0
8,Kinsley Landfill,0.0
8,Cogentrix Portsmouth 2 (Lk.Kingman),1.0
8,Cogentrix Portsmouth 1 (Lk.Kingman),1.0
8,PCLP1 NUG,1.0
8,Gilberton NUG,1.0
8,Harrisburg NUG,1.0
8,IUP NUG,1.0
8,Colver NUG,0.981818182
8,Grant Town,0.901234562
8,South River NUG,0.472537588
8,Mt Carmel Cogen (FosterWheeler),1.0
8,Cogentrix Hopewell 2 (James River),0.695652174
8,Cogentrix Hopewell 1 (James River),0.695652174
8,Edgecombe 2 (Rocky Mt),1.0
8,Edgecombe 1 (Rocky Mt),1.0
8,Camden County RR NUG,0.52173913
8,CPGP NUG (Chambers/Carneys PT),1.0
8,Ebensburg NUG,1.0
8,Baltimore Resco NUG (Bresco),0.6315789470000001
8,Hopewell Cogen 1 (HCF),0.28075000000000006
8,Cambria County NUG,1.0
8,Essex County RR NUG (Covanta),1.0
8,AES Beaver,0.0
8,Warrior Run,1.0
8,Del Resource Mgmt Inc NUG,1.0
8,Camden COGEN,0.628930818
8,Hopewell Coal (Polyester),1.0
8,Altavista (Hall Branch),0.6349206350000001
8,Southampton 1,0.0
8,Kenilworth NUG,0.0
8,Hazelton LM 200,0.0
8,Hazelton LM 400,0.0
8,Hazelton GT 100,0.0
8,Hazelton LM 300,0.0
8,Big Sandy 1,1.0
8,Big Sandy (AEP) 2,0.625
8,Big Sandy 4,1.0
8,Big Sandy (AEP) 1,0.925266893
8,Big Sandy 5,1.0
8,Big Sandy 3,0.5
8,Big Sandy 6,1.0
8,Big Sandy 2,1.0
8,Barkley 3,0.0
8,Barkley 2,1.0
8,Barkley 1,1.0
8,Barkley 4,1.0
8,Elmer Smith 1,1.0
8,Elmer Smith 2,1.0
8,Wolf Creek 6,1.0
8,Wolf Creek 5,1.0
8,Wolf Creek 4,1.0
8,Wolf Creek 1,1.0
8,Wolf Creek 2,1.0
8,Wolf Creek 3,1.0
8,Cooper 2,0.884955733
8,Cooper 1,1.0
8,Dale 2,0.0
8,Dale 3,0.0
8,Dale 4,0.0
8,Dale 1,0.0
8,Charles Crane CT 1,1.0
8,Charles Crane 1,0.89
8,Charles Crane 2,0.005102050999999941
8,Gould St 3,0.0
8,Herbert Wagner 4,0.75
8,Herbert Wagner 2,1.0
8,Herbert Wagner 3,1.0
8,Herbert Wagner 1,1.0
8,Herbert Wagner CT 1,1.0
8,Notch Cliff 3,0.0
8,Notch Cliff 2,0.0
8,Notch Cliff 5,0.0
8,Notch Cliff 7,0.0
8,Notch Cliff 6,0.0
8,Notch Cliff 8,0.0
8,Notch Cliff 1,0.0
8,Notch Cliff 4,0.0
8,Perryman 2,1.0
8,Perryman 51,1.0
8,Perryman 1,0.409836066
8,Perryman 4,1.0
8,Perryman 3,0.0
8,Philadelphia Road 4,1.0
8,Philadelphia Road 1,1.0
8,Philadelphia Road 3,1.0
8,Philadelphia Road 2,1.0
8,Riverside 7,1.0
8,Riverside 1 (Zelda 1),0.0
8,Riverside 2 (Zelda 2),0.721153846
8,Riverside 8,1.0
8,Riverside 6,0.0
8,Riverside 3 (Zelda 3),0.721153846
8,Riverside 4,0.0
8,Westport 5,0.0
8,Crisfield 14,0.6818182
8,Vienna 10,1.0
8,Vienna 08,1.0
8,Deep Creek 2,1.0
8,Deep Creek 1,1.0
8,Chalk Point CT 1,1.0
8,Chalk Point SMECO CT,1.0
8,Chalk Point CT 2,1.0
8,Chalk Point CT 3,1.0
8,Chalk Point 2,1.0
8,Chalk Point 3,0.0
8,Chalk Point CT 6,0.0
8,Chalk Point CT 4,0.0
8,Chalk Point 4,0.0
8,Chalk Point 1,1.0
8,Chalk Point CT 5,1.0
8,Dickerson CT,0.0
8,Dickerson H CT 2,0.0
8,Dickerson 1,1.0
8,Dickerson 3,0.879120879
8,Dickerson H CT 1,0.0
8,Dickerson 2,1.0
8,Morgantown CT 5,1.0
8,Morgantown CT 4,1.0
8,Morgantown CT 6,1.0
8,Morgantown CT 3,1.0
8,Morgantown CT 2,1.0
8,Morgantown 2,1.0
8,Morgantown 1,1.0
8,Morgantown CT 1,1.0
8,Conowingo 10,1.0
8,Conowingo 01,1.0
8,Conowingo 11,1.0
8,Conowingo 09,1.0
8,Conowingo 07,1.0
8,Conowingo 04,1.0
8,Conowingo 05,1.0
8,Conowingo 06,1.0
8,Conowingo 02,1.0
8,Conowingo 08,1.0
8,Conowingo 03,1.0
8,Easton 12,1.0
8,Easton 11,1.0
8,Easton 07,0.0
8,Easton101,0.0
8,Easton 13,1.0
8,Easton 10,1.0
8,Easton102,1.0
8,Easton 14,1.0
8,Easton 08,1.0
8,Easton 09,0.0
8,Berr Sprg 12,1.0
8,Berr Sprg 09,0.0
8,Berr Sprg 01,0.0
8,Berr Sprg 02,0.0
8,Berr Sprg 05,0.0
8,Berr Sprg 07,0.0
8,Berr Sprg 04,0.0
8,Berr Sprg 10,0.0
8,Berr Sprg 11,1.0
8,Berr Sprg 08,1.0
8,Berr Sprg 06,0.0
8,Berr Sprg 03,0.0
8,Buchanan 10,1.0
8,Buchanan 01,0.0
8,Buchanan 06,1.0
8,Buchanan 05,0.0
8,Buchanan 04,0.0
8,Buchanan 08,1.0
8,Buchanan 09,1.0
8,Buchanan 07,1.0
8,Buchanan 03,0.0
8,Buchanan 02,0.0
8,Constantine 2,0.0
8,Constantine 1,1.0
8,Constantine 4,1.0
8,Constantine 3,0.0
8,Mottville 1,1.0
8,Mottville 4,0.0
8,Mottville 2,0.0
8,Mottville 3,1.0
8,Clinton 1,1.0
8,England Diesel 4,0.0
8,England Diesel 2,0.0
8,England Diesel 3,0.0
8,England 2,1.0
8,England Diesel 1,1.0
8,England 1,0.0
8,England 3,1.0
8,Carll s Corner 1,0.0
8,Carll s Corner 2,0.0
8,Cedar Station 2,1.0
8,Cedar Station 1,1.0
8,Middle Station 1,1.0
8,Middle Station 3,0.0
8,Middle Station 2,1.0
8,Missouri Ave C,0.0
8,Missouri Ave B,1.0
8,Missouri Ave D,1.0
8,Deepwater 1,0.0
8,Deepwater 6/8,0.0
8,Werner C3,0.0
8,Werner C2,0.0
8,Werner C4,0.0
8,Werner C1,0.0
8,Oyster Creek 1,1.0
8,Sayreville C4,0.0
8,Sayreville C3,0.0
8,Sayreville C1,0.0
8,Sayreville C2,0.0
8,Gilbert 6,1.0
8,Gilbert C4,0.0
8,Gilbert C3,0.0
8,Gilbert C1,0.0
8,Gilbert 7,1.0
8,Gilbert 5,0.0
8,Gilbert 4,0.0
8,Gilbert C2,0.0
8,Gilbert CT 9,0.0
8,Gilbert 8CC,0.0
8,Bergen 3,0.0
8,Bergen 2CC,1.0
8,Bergen 1CC,0.786982222
8,Burlington 092,1.0
8,Burlington 093,1.0
8,Burlington 124,1.0
8,Burlington 091,1.0
8,Burlington 112,1.0
8,Burlington 123,0.02325571400000004
8,Burlington 113,1.0
8,Burlington 008,0.0
8,Burlington 122,0.02325571400000004
8,Burlington 111,0.0
8,Burlington 094,0.0
8,Burlington 114,0.0
8,Burlington 121,0.02325571400000004
8,Edison 32,1.0
8,Edison 34,0.416666667
8,Edison 13,1.0
8,Edison 31,1.0
8,Edison 24,0.0
8,Edison 14,1.0
8,Edison 33,1.0
8,Edison 21,1.0
8,Edison 12,1.0
8,Edison 11,1.0
8,Edison 22,1.0
8,Edison 23,1.0
8,Essex 123,0.0
8,Essex 122,0.0
8,Essex 114,0.0
8,Essex 103,0.4375
8,Essex 121,0.0
8,Essex 101,1.0
8,Essex 9,1.0
8,Essex 104,1.0
8,Essex 124,0.0
8,Essex 112,0.0
8,Essex 111,0.0
8,Essex 113,0.0
8,Essex 102,1.0
8,Hudson 2,0.0
8,Kearney 133,0.0
8,Kearney 132,0.0
8,Kearney 134,0.0
8,Kearney 142,0.0
8,Kearney 124,1.0
8,Kearney 131,0.0
8,Kearney 09,0.0
8,Kearney 122,1.0
8,Kearney 121,0.022222273000000015
8,Kearney 141,0.0
8,Kearney 123,1.0
8,Linden 1,0.480634624
8,Linden 2,1.0
8,Linden 8,1.0
8,Linden 7,0.0
8,Linden 6,1.0
8,Linden 5,1.0
8,Mercer 1,0.0
8,Mercer 2,0.0
8,Mercer 3,0.0
8,National Park,0.0
8,Salem 1,1.0
8,Salem 3,0.0
8,Salem 2,1.0
8,Sewaren 1,0.0
8,Sewaren 2,0.0
8,Sewaren 6,0.0
8,Sewaren 3,0.0
8,Sewaren 4,0.0
8,Vineland CT 11,1.0
8,Gaston 4,1.0
8,Gaston 2,1.0
8,Gaston 1,1.0
8,Gaston 3,1.0
8,Roanoke Rapids 1,1.0
8,Roanoke Rapids 3,1.0
8,Roanoke Rapids 4,1.0
8,Roanoke Rapids 2,1.0
8,Buxton 3,1.0
8,Buxton 1,1.0
8,Buxton 2,1.0
8,Buxton 5,1.0
8,Buxton 4,1.0
8,Cardinal 1,0.0
8,Cardinal 3,0.0
8,Cardinal 2,0.891666667
8,Beckjord 5,0.918487395
8,Beckjord GT 4,1.0
8,Beckjord GT 1,1.0
8,Beckjord 6,0.935714286
8,Beckjord 4,0.0
8,Beckjord GT 3,1.0
8,Beckjord GT 2,0.0
8,Dicks Creek 5,0.0
8,Dicks Creek 4,0.0
8,Dicks Creek 3,0.0
8,Dicks Creek 1,0.0
8,Miami Fort 6,0.0
8,Miami Fort GT 4,0.0
8,Miami Fort GT 3,0.0
8,Miami Fort 7,1.0
8,Miami Fort GT 5,1.0
8,Miami Fort 8,1.0
8,Miami Fort GT 6,1.0
8,Ashtabula 5,0.26119402999999997
8,Avon Lake 7,1.0
8,Avon Lake 10,0.0
8,Avon Lake 9,1.0
8,Eastlake 2,1.0
8,Eastlake 6 CT,0.0
8,Eastlake 3,1.0
8,Eastlake 1,1.0
8,Lake Shore D2,0.0
8,Lake Shore 18,0.652985075
8,Lake Shore D1,0.0
8,Conesville 6,1.0
8,Conesville 4,1.0
8,Conesville 5,1.0
8,Picway 5,0.0
8,Tait GT 2,1.0
8,Tait GT 3,0.0
8,Tait GT 1,1.0
8,Tait D 4,0.0
8,Tait D 1,0.0
8,Tait D 3,0.28571440000000004
8,Tait D 2,0.0
8,Hutchings CT 7,0.0
8,Hutchings 3,0.0
8,Hutchings 6,0.0
8,Hutchings 1,0.0
8,Hutchings 2,0.0
8,Hutchings 5,0.0
8,Stuart 1,0.705982906
8,Stuart 4,0.924914684
8,Stuart 2,0.674061368
8,Stuart D 2,1.0
8,Stuart D 1,1.0
8,Stuart 3,0.0
8,Stuart D 4,0.0
8,Stuart D 3,0.0
8,Monument D 3,0.0
8,Monument D 5,0.0
8,Monument D 2,1.0
8,Monument D 1,0.0
8,Monument D 4,1.0
8,Sidney D 3,0.0
8,Sidney D 2,0.0
8,Sidney D 4,0.0
8,Sidney D 1,0.0
8,Sidney D 5,0.0
8,Yankee GT 4,0.0
8,Yankee GT 7,0.0
8,Yankee GT 5,0.0
8,Yankee GT 2,0.0
8,Yankee GT 1,0.0
8,Yankee GT 6,0.0
8,Yankee GT 3,0.0
8,Niles CT A,0.0
8,Burger B2,0.0
8,Burger B1,0.0
8,Burger A,0.0
8,Sammis B2,0.0
8,Sammis B3,0.0
8,Sammis 3,1.0
8,Sammis 6,1.0
8,Sammis 2,0.333333333
8,Sammis 1,1.0
8,Sammis A,0.0
8,Sammis 5,0.966666667
8,Sammis B1,0.0
8,Sammis 4,1.0
8,Sammis B4,0.0
8,Sammis 7,1.0
8,West Lorain 2,1.0
8,West Lorain A (Beaver),1.0
8,West Lorain 4,0.0
8,West Lorain B (Beaver),0.0
8,West Lorain 5,0.0
8,West Lorain 3,1.0
8,West Lorain 6,1.0
8,Muskigum Rv 1,0.0
8,Muskigum Rv 2,0.0
8,Muskigum Rv 4,0.0
8,Muskigum Rv 5,1.0
8,Muskigum Rv 3,0.523560209
8,Kyger Creek 5,1.0
8,Kyger Creek 1,1.0
8,Kyger Creek 3,0.735121951
8,Kyger Creek 2,1.0
8,Kyger Creek 4,1.0
8,Bay Shore 1,0.0
8,Bay Shore CT,1.0
8,Richland 6,0.0
8,Richland 2,0.0
8,Richland 5,0.0
8,Richland 4,0.0
8,Richland 3,0.0
8,Richland 1,0.0
8,Stryker 1,0.0
8,Brunot Island 1A,1.0
8,Brunot Island 1B,0.0
8,Brunot Island 1C,0.0
8,Brunot Island 2B,0.0
8,Brunot Island 4,0.0
8,Brunot Island 2A,0.0
8,Brunot Island 3,0.0
8,Elrama 4,0.0
8,Elrama 1,0.0
8,Elrama 3,0.0
8,Elrama 2,0.0
8,Hamilton 1,1.0
8,Hunterstown 3,0.0
8,Hunterstown 2,1.0
8,Hunterstown 1,1.0
8,Mountain 2,0.0
8,Mountain 1,0.0
8,Orrtanna 1,1.0
8,Portland 4,1.0
8,Portland 1,0.0
8,Portland 2,0.0
8,Portland 3,0.0
8,Portland 5,1.0
8,Shawnee 1,0.0
8,Titus 5,0.0
8,Titus 4,0.0
8,Tolna 2,1.0
8,Tolna 1,1.0
8,York Haven Hydro,0.30000000000000004
8,Conemaugh Diesel B,1.0
8,Conemaugh Diesel D,1.0
8,Conemaugh Diesel A,1.0
8,Conemaugh 2,1.0
8,Conemaugh Diesel C,1.0
8,Conemaugh 1,1.0
8,Blossburg CT,0.0
8,Homer City 3,1.0
8,Homer City 2,0.602605863
8,Homer City 1,1.0
8,Piney 2,1.0
8,Piney 1,1.0
8,Piney 3,1.0
8,Seward 1,0.961904762
8,Shawville 3,0.777777778
8,Shawville 7,0.0
8,Shawville 5,1.0
8,Shawville 1,0.38759687499999995
8,Shawville 6,1.0
8,Shawville 4,1.0
8,Shawville 2,0.584615385
8,Warren CT,1.0
8,Keystone 2,0.854891816
8,Keystone Diesel 6,1.0
8,Keystone 1,1.0
8,Keystone Diesel 5,1.0
8,Keystone Diesel 3,1.0
8,Keystone Diesel 4,1.0
8,New Castle 5,1.0
8,New Castle 4,0.0
8,New Castle 3,1.0
8,New Castle EMD B,0.0
8,New Castle EMD A,1.0
8,Allentown 4,1.0
8,Allentown 2,1.0
8,Allentown 1,0.666666667
8,Allentown 3,1.0
8,Brunner Island Diesel 1,0.0
8,Brunner Island Diesel 3,0.0
8,Brunner Island 2,1.0
8,Brunner Island 3,0.9
8,Brunner Island Diesel 2,0.0
8,Brunner Island 1,1.0
8,Fishbach 2,1.0
8,Fishbach 1,1.0
8,Harrisburg 1,0.0
8,Harrisburg 4,1.0
8,Harrisburg 3,0.0
8,Harrisburg 2,1.0
8,Harwood 1,1.0
8,Harwood 2,1.0
8,Holtwood 01,0.0
8,Holtwood 03,1.0
8,Holtwood 13,1.0
8,Holtwood 02,1.0
8,Holtwood 05,1.0
8,Holtwood 11,1.0
8,Holtwood 04,1.0
8,Holtwood 08,1.0
8,Holtwood 09,1.0
8,Holtwood 06,1.0
8,Holtwood 10,1.0
8,Holtwood 07,1.0
8,Jenkins(Georgetown) 2,1.0
8,Jenkins(Georgetown) 1,1.0
8,Lockhaven 1,0.0
8,Martins Creek CTG 3,0.0
8,Martins Creek CTG 4,0.0
8,Martins Creek 4,0.907058824
8,Martins Creek CTG 2,0.0
8,Martins Creek CTG 1,0.0
8,Martins Creek 3,0.470588235
8,Montour 2,1.0
8,Montour 1,0.929133863
8,Montour ATG,0.0
8,Sunbury CTG 2,0.0
8,Sunbury Diesel 1,1.0
8,Sunbury Diesel 2,0.0
8,Sunbury 1,0.0
8,Sunbury CTG 1,0.0
8,Sunbury 2,0.0
8,Sunbury 4,0.0
8,Sunbury 3,0.0
8,Wallenpaupack 2,0.795454545
8,Wallenpaupack 1,0.795454545
8,West Shore 1,1.0
8,West Shore 2,0.0
8,Williamsport 1,0.0
8,Williamsport 2,0.0
8,Chester 9,1.0
8,Chester 8,1.0
8,Chester 7,1.0
8,Delaware 12,1.0
8,Delaware 11,0.0
8,Delaware 09,1.0
8,Delaware 10,1.0
8,Eddystone 10,1.0
8,Eddystone 30,1.0
8,Eddystone 20,0.0
8,Eddystone 04,0.0
8,Eddystone 40,0.0
8,Eddystone 03,0.0
8,Falls 2,1.0
8,Falls 1,1.0
8,Falls 3,1.0
8,Moser 2,1.0
8,Moser 3,0.0
8,Moser 1,1.0
8,Muddy Run 2,1.0
8,Muddy Run 3,1.0
8,Muddy Run 1,1.0
8,Muddy Run 4,1.0
8,Muddy Run 5,1.0
8,Muddy Run 7,1.0
8,Muddy Run 8,1.0
8,Muddy Run 6,1.0
8,Peach Bottom 3,1.0
8,Peach Bottom 2,1.0
8,Richmond 91,0.0
8,Richmond 92,1.0
8,Schuylkill 10,1.0
8,Schuylkill 11,1.0
8,Southwark 6,1.0
8,Southwark 3,0.0
8,Southwark 4,1.0
8,Southwark 5,0.0
8,Safe Harbor 08,1.0
8,Safe Harbor 05,1.0
8,Safe Harbor 10,1.0
8,Safe Harbor 09,1.0
8,Safe Harbor 07,1.0
8,Safe Harbor 01,1.0
8,Safe Harbor 11,0.0
8,Safe Harbor 06,1.0
8,Safe Harbor 12,0.0
8,Safe Harbor 04,1.0
8,Safe Harbor 02,1.0
8,Safe Harbor 03,1.0
8,Hunlock 3,1.0
8,Hunlock 5,1.0
8,Hunlock 6,1.0
8,Cordell Hull 3,1.0
8,Cordell Hull 1,1.0
8,Cordell Hull 2,1.0
8,Dale Hollow 3,1.0
8,Dale Hollow 2,1.0
8,Dale Hollow 1,1.0
8,Old Hickory 1,1.0
8,Old Hickory 2,1.0
8,Old Hickory 3,1.0
8,Old Hickory 4,0.0
8,J Percy Priest,1.0
8,Buck 1,0.0
8,Buck 3,0.0
8,Buck 2,1.0
8,Byllesby 1,0.0
8,Byllesby 3,0.0
8,Byllesby 2,0.0
8,Byllesby 4,0.0
8,Claytor 2,0.0
8,Claytor 3,1.0
8,Claytor 4,1.0
8,Claytor 1,1.0
8,Clinch River 2,0.258509263
8,Clinch River 1,0.581645842
8,Clinch River 3,0.43084877200000005
8,Glen Lyn 5,0.0
8,Glen Lyn 6,0.75
8,Leesville 2,1.0
8,Leesville 1,0.0
8,Niagara 1,0.0
8,Niagara 2,0.0
8,Reusens 5,0.0
8,Reusens 2,0.0
8,Reusens 3,0.0
8,Reusens 4,0.0
8,Reusens 1,0.0
8,Smith Mtn 3,1.0
8,Smith Mtn 5,1.0
8,Smith Mtn 1,1.0
8,Smith Mtn 4,0.0
8,Smith Mtn 2,1.0
8,Bayview 16,0.76
8,Tasley 10,0.0
8,Bremo 3,0.0
8,Bremo 4,0.0
8,Chesterfield 6,1.0
8,Chesterfield 4,1.0
8,Chesterfield 3,1.0
8,Chesterfield 5,0.0
8,Chesterfield 7,1.0
8,Chesterfield 8,1.0
8,Cushaw 1,1.0
8,Low Moor GT 1,1.0
8,Low Moor GT 2,1.0
8,Low Moor GT 4,1.0
8,Low Moor GT 3,1.0
8,Northern Neck GT 2,0.0
8,Northern Neck GT 3,0.0
8,Northern Neck GT 1,0.0
8,Northern Neck GT 4,0.0
8,Chesapeake GT4,0.0
8,Chesapeake GT1,1.0
8,Chesapeake 1,1.0
8,Chesapeake 2,1.0
8,Chesapeake GT6,0.0
8,Chesapeake 4,1.0
8,Chesapeake 3,1.0
8,Chesapeake GT2,0.0
8,Possum Point GT 2,1.0
8,Possum Point GT 4,1.0
8,Possum Point GT 1,1.0
8,Possum Point 5,1.0
8,Possum Point GT 3,1.0
8,Possum Point 4,0.0
8,Possum Point 3,0.0
8,Possum Point GT 6,1.0
8,Possum Point GT 5,1.0
8,Possum Point 6,1.0
8,Surry 2,1.0
8,Surry 1,1.0
8,Yorktown 1,0.926380368
8,Yorktown 2,0.9244186050000001
8,Yorktown 3,0.920731707
8,Kerr Dam 2,1.0
8,Kerr Dam 5,1.0
8,Kerr Dam 4,1.0
8,Kerr Dam 3,1.0
8,Kerr Dam 6,1.0
8,Kerr Dam 7,1.0
8,Kerr Dam 1,1.0
8,Philpott 1,1.0
8,Philpott 3,1.0
8,Philpott 2,1.0
8,Joliet 7,1.0
8,Joliet 8,0.0
8,Amos 1,0.6875
8,Amos 3,0.0
8,Amos 2,0.0
8,Kanawha Rv 2,1.0
8,Kanawha Rv 1,1.0
8,Sporn 4,0.573936529
8,Sporn 2,0.0
8,Sporn 1,0.34246572399999997
8,Sporn 3,0.924024641
8,WVU/MEA,0.94117648
8,Fort Martin 2,0.9499198
8,Fort Martin 1,0.969258587
8,Harrison 2,0.980061352
8,Harrison 3,1.0
8,Harrison 1,1.0
8,Kammer Block 200,1.0
8,Kammer 1,0.0
8,Kammer 3,0.0
8,Kammer 2,0.0
8,Mitchell (AEP) 1,0.8375
8,Mitchell (AEP) 2,0.9
8,Mount Storm 3,0.839552239
8,Mount Storm 2,1.0
8,Mount Storm GT 1,0.0
8,Mount Storm 1,1.0
8,Easton 21,1.0
8,Easton201,1.0
8,Easton 24,1.0
8,Easton202,1.0
8,Easton 23,1.0
8,Easton 204,1.0
8,Easton 22,0.0
8,Easton 203,1.0
8,Greenup 1,1.0
8,Greenup 2,0.0
8,Greenup 3,0.0
8,Glen Ferris 6 (Hawks Nest),0.0
8,Glen Ferris 2 (Hawks Nest),0.0
8,Glen Ferris 5 (Hawks Nest),0.0
8,Glen Ferris 1 (Hawks Nest),1.0
8,Glen Ferris 4 (Hawks Nest),0.0
8,Glen Ferris 3 (Hawks Nest),1.0
